Accession	Start	Stop	Tool
NZ_CP023193.1	1660358	1661333	CRISPRCASFinder
NZ_CP023193.1	1668135	1671268	CRISPRCASFinder
NZ_CP023194.1	1660312	1661287	CRISPRCASFinder
NZ_CP023194.1	1668089	1671222	CRISPRCASFinder
NZ_CP023195.1	1660366	1661341	CRISPRCASFinder
NZ_CP023195.1	1668143	1671276	CRISPRCASFinder
NZ_CP023196.1	1660372	1661347	CRISPRCASFinder
NZ_CP023196.1	1668149	1671282	CRISPRCASFinder
NZ_CP023197.1	1660364	1661339	CRISPRCASFinder
NZ_CP023197.1	1668141	1671274	CRISPRCASFinder
NZ_CP023192.1	1660338	1661313	CRISPRCASFinder
NZ_CP023192.1	1668115	1671248	CRISPRCASFinder
NZ_CP025216.1	636570	638716	CRISPRCASFinder
NZ_CP025216.1	957897	958659	CRISPRCASFinder
NZ_CP025216.1	1371965	1372792	CRISPRCASFinder
NZ_CP025209.1	40846	41265	CRISPRCASFinder
NZ_CP031123.2	903153	903839	CRISPRCASFinder
NZ_CP025259.1	543119	543407	CRISPRCASFinder
NZ_CP025268.1	2880009	2880771	CRISPRCASFinder
NZ_CP025268.1	2906319	2906712	CRISPRCASFinder
NZ_CP025299.1	3512790	3519861	CRISPRCASFinder
NZ_CP025281.1	1463247	1463942	CRISPRCASFinder
NZ_CP022407.1	4903388	4903721	CRISPRCASFinder
NZ_CP022407.1	4930734	4931007	CRISPRCASFinder
NZ_CP025197.1	1088863	1099162	CRISPRCASFinder
NZ_CP025197.1	1118805	1131787	CRISPRCASFinder
NZ_CP025197.1	3054530	3054905	CRISPRCASFinder
NZ_CP025328.1	1017017	1017344	CRISPRCASFinder
NZ_CP025328.1	1026405	1026793	CRISPRCASFinder
NZ_CP025089.1	4132432	4136176	CRISPRCASFinder
NZ_CP025092.1	3479480	3481335	CRISPRCASFinder
NZ_CP025090.1	2847912	2849586	CRISPRCASFinder
NZ_CP025090.1	2858340	2858917	CRISPRCASFinder
NZ_CP025088.1	2832904	2833785	CRISPRCASFinder
NZ_CP025088.1	2842539	2843055	CRISPRCASFinder
NZ_CP025399.1	652778	655449	CRISPRCASFinder
NZ_CP025399.1	1396122	1397147	CRISPRCASFinder
NZ_CP025401.1	928239	928746	CRISPRCASFinder
NZ_CP025401.1	937807	938195	CRISPRCASFinder
NZ_CP025400.1	1136592	1137352	CRISPRCASFinder
NZ_CP025085.1	1085808	1089010	CRISPRCASFinder
NZ_CP025085.1	1435404	1438854	CRISPRCASFinder
NZ_CP025085.1	4375924	4376592	CRISPRCASFinder
NZ_CP025085.1	4385116	4385713	CRISPRCASFinder
NZ_CP025407.1	2389902	2390296	CRISPRCASFinder
NZ_CP025407.1	2400351	2404102	CRISPRCASFinder
NZ_CP025520.1	1729852	1730614	CRISPRCASFinder
NZ_CP025520.1	1756164	1756496	CRISPRCASFinder
NZ_CP025429.1	3492119	3492511	CRISPRCASFinder
NZ_CP025442.1	551092	551380	CRISPRCASFinder
NZ_CP025435.1	3509606	3515610	CRISPRCASFinder
NZ_CP025435.1	3518176	3522347	CRISPRCASFinder
NZ_CP025435.1	3533821	3536044	CRISPRCASFinder
NZ_CP025438.1	543122	543410	CRISPRCASFinder
NZ_CP025440.1	543123	543411	CRISPRCASFinder
NZ_CP025443.1	551092	551380	CRISPRCASFinder
NZ_CP017780.1	4949558	4949953	CRISPRCASFinder
NZ_CP017780.1	4950043	4950804	CRISPRCASFinder
NZ_CP017780.1	4960208	4960781	CRISPRCASFinder
NZ_CP018889.2	3502044	3502610	CRISPRCASFinder
NZ_CP023057.1	251721	258754	CRISPRCASFinder
NZ_CP023864.1	889494	889882	CRISPRCASFinder
NZ_CP023864.1	1495046	1498318	CRISPRCASFinder
NZ_CP018622.1	485164	485663	CRISPRCASFinder
NZ_CP018619.1	93597	94175	CRISPRCASFinder
NZ_CP018619.1	102752	103389	CRISPRCASFinder
NZ_CP015444.1	1281005	1282287	CRISPRCASFinder
NZ_CP015496.1	601821	603652	CRISPRCASFinder
NZ_CP016491.1	123447	124178	CRISPRCASFinder
NZ_CP016491.1	2133708	2134098	CRISPRCASFinder
NZ_CP016491.1	2406288	2407047	CRISPRCASFinder
NZ_CP018176.1	1982663	1983887	CRISPRCASFinder
NZ_CP018180.1	2049021	2050107	CRISPRCASFinder
NZ_CP018180.1	2051380	2051942	CRISPRCASFinder
NZ_CP022523.1	553310	555905	CRISPRCASFinder
NZ_CP022523.1	566877	567637	CRISPRCASFinder
NZ_CP022523.1	569991	572889	CRISPRCASFinder
NZ_CP025541.3	3092264	3093755	CRISPRCASFinder
NZ_CP025541.3	3102509	3102841	CRISPRCASFinder
NZ_CP019077.1	4082308	4083797	CRISPRCASFinder
NZ_CP019079.1	4121145	4122634	CRISPRCASFinder
NZ_CP025225.1	3104092	3105320	CRISPRCASFinder
NZ_CP025225.1	3119653	3120222	CRISPRCASFinder
NZ_CP025950.3	1054200	1054838	CRISPRCASFinder
NZ_CP024134.1	1033834	1034227	CRISPRCASFinder
NZ_CP024134.1	1059777	1060659	CRISPRCASFinder
NZ_CP024138.1	1112471	1112926	CRISPRCASFinder
NZ_CP024138.1	1138628	1139327	CRISPRCASFinder
NZ_CP024141.1	1053284	1053800	CRISPRCASFinder
NZ_CP024141.1	1080850	1081181	CRISPRCASFinder
NZ_CP024127.1	1005939	1006577	CRISPRCASFinder
NZ_CP024127.1	1033628	1033961	CRISPRCASFinder
NZ_CP024131.1	1036472	1036987	CRISPRCASFinder
NZ_CP024131.1	1065404	1066469	CRISPRCASFinder
NZ_CP015558.1	858546	859833	CRISPRCASFinder
NZ_CP015558.1	2082467	2086996	CRISPRCASFinder
NZ_CP015559.1	246369	247656	CRISPRCASFinder
NZ_CP015559.1	1522464	1523512	CRISPRCASFinder
NZ_CP015560.1	259506	262595	CRISPRCASFinder
NZ_CP015560.1	1487208	1488195	CRISPRCASFinder
NZ_CP015561.1	842455	843442	CRISPRCASFinder
NZ_CP015561.1	2068046	2071135	CRISPRCASFinder
NZ_CP015562.1	825780	826828	CRISPRCASFinder
NZ_CP015562.1	2101682	2102609	CRISPRCASFinder
NZ_CP015563.1	852534	853461	CRISPRCASFinder
NZ_CP015563.1	2075977	2078886	CRISPRCASFinder
NZ_CP015564.1	850807	851554	CRISPRCASFinder
NZ_CP015564.1	2074016	2076925	CRISPRCASFinder
NZ_CP015565.1	854697	855624	CRISPRCASFinder
NZ_CP015565.1	2078210	2081059	CRISPRCASFinder
NZ_CP015566.1	852221	852968	CRISPRCASFinder
NZ_CP015566.1	2075460	2078369	CRISPRCASFinder
NZ_CP015567.1	887890	888817	CRISPRCASFinder
NZ_CP015567.1	2211291	2214200	CRISPRCASFinder
NZ_CP015568.1	775997	776924	CRISPRCASFinder
NZ_CP015568.1	1999528	2002316	CRISPRCASFinder
NZ_CP015569.1	152480	152808	CRISPRCASFinder
NZ_CP015569.1	1325209	1325477	CRISPRCASFinder
NZ_CP015570.1	259487	262456	CRISPRCASFinder
NZ_CP015570.1	1485023	1485950	CRISPRCASFinder
NZ_CP015571.1	153080	153408	CRISPRCASFinder
NZ_CP015571.1	1325806	1326074	CRISPRCASFinder
NZ_CP015572.1	246827	248114	CRISPRCASFinder
NZ_CP015572.1	1522923	1523971	CRISPRCASFinder
NZ_CP015573.1	857187	858474	CRISPRCASFinder
NZ_CP015573.1	2081108	2085637	CRISPRCASFinder
NZ_CP019051.1	2504610	2505370	CRISPRCASFinder
NZ_CP019051.1	2531073	2532260	CRISPRCASFinder
NZ_CP019071.1	1083210	1083544	CRISPRCASFinder
NZ_CP019071.1	1109093	1109794	CRISPRCASFinder
NZ_CP019174.1	924625	925812	CRISPRCASFinder
NZ_CP019174.1	942572	943515	CRISPRCASFinder
NZ_CP019202.1	964246	965862	CRISPRCASFinder
NZ_CP019202.1	982144	984040	CRISPRCASFinder
NZ_CP022279.1	3160562	3161071	CRISPRCASFinder
NZ_CP022279.1	3173262	3173709	CRISPRCASFinder
NZ_CP024892.1	202838	203216	CRISPRCASFinder
NZ_CP025582.1	2306793	2308940	CRISPRCASFinder
NZ_CP025581.1	3784760	3785580	CRISPRCASFinder
NZ_CP025581.1	3787779	3790188	CRISPRCASFinder
NZ_CP013843.1	2290985	2291410	CRISPRCASFinder
NZ_CP013843.1	2300600	2301684	CRISPRCASFinder
NZ_CP013700.1	130421	130836	CRISPRCASFinder
NZ_CP013841.1	933739	934818	CRISPRCASFinder
NZ_CP013844.1	33103	33393	CRISPRCASFinder
NZ_CP013847.1	1179566	1179917	CRISPRCASFinder
NZ_CP013847.1	2456513	2456805	CRISPRCASFinder
NZ_CP013847.1	2564260	2564746	CRISPRCASFinder
NZ_CP013847.1	2656926	2657285	CRISPRCASFinder
NZ_CP013850.1	2025315	2025673	CRISPRCASFinder
NZ_CP013850.1	2470639	2471853	CRISPRCASFinder
NZ_CP014151.1	1154293	1154580	CRISPRCASFinder
NZ_CP014151.1	2321629	2321921	CRISPRCASFinder
NZ_CP014151.1	2322174	2322923	CRISPRCASFinder
NZ_CP014152.1	70307	72011	CRISPRCASFinder
NZ_CP014174.1	2286356	2286715	CRISPRCASFinder
NZ_CP025612.1	1095835	1097897	CRISPRCASFinder
NZ_CP025627.1	1087234	1087568	CRISPRCASFinder
NZ_CP025627.1	1113117	1113818	CRISPRCASFinder
NZ_CP025636.1	4059628	4063372	CRISPRCASFinder
NZ_CP025639.1	3243943	3245617	CRISPRCASFinder
NZ_CP025639.1	3254371	3254948	CRISPRCASFinder
NZ_CP025631.1	2619497	2620074	CRISPRCASFinder
NZ_CP025631.1	2628828	2630563	CRISPRCASFinder
NZ_CP025633.1	2672648	2673652	CRISPRCASFinder
NZ_CP025633.1	2682406	2684569	CRISPRCASFinder
NZ_CP025641.1	2726546	2727062	CRISPRCASFinder
NZ_CP025641.1	2735816	2736697	CRISPRCASFinder
NZ_CP025630.1	3479368	3481223	CRISPRCASFinder
NZ_CP025025.1	2331551	2331790	CRISPRCASFinder
NZ_CP020991.1	498420	498725	CRISPRCASFinder
NZ_CP020991.1	875017	875454	CRISPRCASFinder
NZ_CP025739.1	363840	364234	CRISPRCASFinder
NZ_CP025739.1	388519	388974	CRISPRCASFinder
NZ_CP025747.1	977065	977458	CRISPRCASFinder
NZ_CP025747.1	995693	995962	CRISPRCASFinder
NZ_CP025593.1	3119193	3120467	CRISPRCASFinder
NZ_CP025593.1	3121861	3123575	CRISPRCASFinder
NZ_CP025594.1	3119136	3120420	CRISPRCASFinder
NZ_CP025594.1	3121814	3123528	CRISPRCASFinder
NZ_CP025595.1	3119172	3120455	CRISPRCASFinder
NZ_CP025595.1	3121849	3123568	CRISPRCASFinder
NZ_CP025600.1	3119165	3120448	CRISPRCASFinder
NZ_CP025600.1	3121842	3123562	CRISPRCASFinder
NZ_CP025601.1	3119217	3120500	CRISPRCASFinder
NZ_CP025601.1	3121894	3123608	CRISPRCASFinder
NZ_CP025604.1	3119080	3120363	CRISPRCASFinder
NZ_CP025604.1	3121757	3123473	CRISPRCASFinder
NZ_CP025605.1	3119131	3120414	CRISPRCASFinder
NZ_CP025605.1	3121808	3123526	CRISPRCASFinder
NZ_CP025608.1	3119166	3120448	CRISPRCASFinder
NZ_CP025608.1	3121842	3123561	CRISPRCASFinder
NZ_CP025598.1	3119190	3120473	CRISPRCASFinder
NZ_CP025598.1	3121867	3123586	CRISPRCASFinder
NZ_CP025603.1	3119162	3120445	CRISPRCASFinder
NZ_CP025603.1	3121839	3123557	CRISPRCASFinder
NZ_CP025607.1	3119175	3120464	CRISPRCASFinder
NZ_CP025607.1	3121858	3123572	CRISPRCASFinder
NZ_CP025596.1	3119087	3120369	CRISPRCASFinder
NZ_CP025596.1	3121763	3123479	CRISPRCASFinder
NZ_CP025597.1	3119155	3120438	CRISPRCASFinder
NZ_CP025597.1	3121832	3123546	CRISPRCASFinder
NZ_CP025599.1	3119156	3120440	CRISPRCASFinder
NZ_CP025599.1	3121834	3123548	CRISPRCASFinder
NZ_CP025602.1	3119147	3120430	CRISPRCASFinder
NZ_CP025602.1	3121824	3123543	CRISPRCASFinder
NZ_CP014338.1	2969163	2970827	CRISPRCASFinder
NZ_CP025606.1	3119156	3120439	CRISPRCASFinder
NZ_CP025606.1	3121833	3123549	CRISPRCASFinder
NZ_CP025799.1	421680	422257	CRISPRCASFinder
NZ_CP025799.1	677511	678150	CRISPRCASFinder
NZ_CP025799.1	3818063	3818566	CRISPRCASFinder
NZ_CP025799.1	3823673	3825139	CRISPRCASFinder
NZ_CP025799.1	3834173	3835760	CRISPRCASFinder
NZ_CP033600.1	340871	341919	CRISPRCASFinder
NZ_CP033600.1	1616892	1619740	CRISPRCASFinder
NZ_CP033599.1	709203	710131	CRISPRCASFinder
NZ_CP033599.1	1627649	1630917	CRISPRCASFinder
NZ_CP025931.1	2132965	2133307	CRISPRCASFinder
NZ_CP025931.1	2166942	2171252	CRISPRCASFinder
NZ_CP025930.1	1410859	1411687	CRISPRCASFinder
NZ_CP025930.1	1839116	1839415	CRISPRCASFinder
NZ_CP025930.1	2206472	2214351	CRISPRCASFinder
NZ_CP025932.1	375957	376454	CRISPRCASFinder
NZ_CP025932.1	1171472	1171969	CRISPRCASFinder
NZ_CP025932.1	2068359	2068903	CRISPRCASFinder
NZ_CP025932.1	2102526	2104591	CRISPRCASFinder
NZ_CP025938.1	1395168	1397569	CRISPRCASFinder
NZ_CP025943.1	849767	850316	CRISPRCASFinder
NZ_CP025943.1	1403090	1403845	CRISPRCASFinder
NZ_CP025943.1	1404689	1405317	CRISPRCASFinder
NZ_CP025943.1	1414866	1415162	CRISPRCASFinder
NZ_CP025943.1	1416283	1416778	CRISPRCASFinder
NZ_CP025943.1	1417967	1418263	CRISPRCASFinder
NZ_CP025943.1	1588534	1589158	CRISPRCASFinder
NZ_CP025943.1	1599963	1600291	CRISPRCASFinder
NZ_CP025943.1	1615967	1617264	CRISPRCASFinder
NZ_CP025943.1	1812189	1812553	CRISPRCASFinder
NZ_CP025943.1	2191817	2194523	CRISPRCASFinder
NZ_CP025943.1	2203338	2205321	CRISPRCASFinder
NZ_CP025753.1	3055500	3055955	CRISPRCASFinder
NZ_CP025753.1	3083002	3083824	CRISPRCASFinder
NZ_CP025317.1	2819449	2820210	CRISPRCASFinder
NZ_CP025317.1	2847191	2847647	CRISPRCASFinder
NZ_CP031469.1	855418	861630	CRISPRCASFinder
NZ_CP021850.1	2164834	2165330	CRISPRCASFinder
NZ_CP021850.1	4339806	4340297	CRISPRCASFinder
NZ_CP023278.1	691624	694180	CRISPRCASFinder
NZ_CP023278.1	1759827	1760161	CRISPRCASFinder
NZ_CP023278.1	1761163	1761569	CRISPRCASFinder
NZ_CP023278.1	1876938	1879660	CRISPRCASFinder
NZ_CP023278.1	2115351	2116662	CRISPRCASFinder
NZ_CP023278.1	2262107	2263410	CRISPRCASFinder
NZ_CP023278.1	2659277	2659849	CRISPRCASFinder
NZ_CP023278.1	3760342	3761400	CRISPRCASFinder
NZ_CP023278.1	3775407	3776476	CRISPRCASFinder
NZ_CP023278.1	4537835	4539431	CRISPRCASFinder
NZ_CP023278.1	6629058	6629522	CRISPRCASFinder
NZ_CP023278.1	6636296	6638066	CRISPRCASFinder
NZ_CP023280.1	28280	28954	CRISPRCASFinder
NZ_CP023280.1	32968	35641	CRISPRCASFinder
NZ_CP023280.1	37873	38352	CRISPRCASFinder
NZ_CP026085.1	1041737	1042376	CRISPRCASFinder
NZ_CP026085.1	1068080	1068962	CRISPRCASFinder
NZ_CP026026.1	2875723	2876485	CRISPRCASFinder
NZ_CP026026.1	2902036	2902429	CRISPRCASFinder
NZ_CP026027.1	2861016	2861778	CRISPRCASFinder
NZ_CP026027.1	2887329	2887722	CRISPRCASFinder
NZ_CP026028.1	2875724	2876486	CRISPRCASFinder
NZ_CP026028.1	2902037	2902430	CRISPRCASFinder
NZ_CP025745.1	984885	986072	CRISPRCASFinder
NZ_CP025745.1	1002242	1003920	CRISPRCASFinder
NZ_CP026097.1	2306484	2308499	CRISPRCASFinder
NZ_CP026124.1	305718	308634	CRISPRCASFinder
NZ_CP026124.1	778109	780540	CRISPRCASFinder
NZ_CP026124.1	3784767	3785695	CRISPRCASFinder
NZ_CP026124.1	3785787	3786234	CRISPRCASFinder
NZ_CP026202.1	3751616	3752254	CRISPRCASFinder
NZ_CP026202.1	3780504	3781753	CRISPRCASFinder
NZ_CP026199.1	3890761	3891095	CRISPRCASFinder
NZ_CP026199.1	3916644	3917345	CRISPRCASFinder
NZ_CP026235.1	3985668	3988018	CRISPRCASFinder
NZ_CP026238.1	1105468	1106594	CRISPRCASFinder
NZ_CP026273.1	99539	99870	CRISPRCASFinder
NZ_CP026317.1	27529	28091	CRISPRCASFinder
NZ_CP029338.1	3573069	3573562	CRISPRCASFinder
NZ_CP029339.1	83804	85349	CRISPRCASFinder
NZ_CP029339.1	88846	90033	CRISPRCASFinder
NZ_CP029339.1	93196	93613	CRISPRCASFinder
NZ_CP029339.1	98059	99367	CRISPRCASFinder
NZ_CP029339.1	109686	111420	CRISPRCASFinder
NZ_CP029342.1	727924	728457	CRISPRCASFinder
NZ_CP029342.1	2342308	2342826	CRISPRCASFinder
NZ_CP029342.1	2346620	2346954	CRISPRCASFinder
NZ_CP029342.1	2349564	2349833	CRISPRCASFinder
NZ_CP029342.1	2350285	2350553	CRISPRCASFinder
NZ_CP029342.1	2353197	2353470	CRISPRCASFinder
NZ_CP029342.1	2353919	2354191	CRISPRCASFinder
NZ_CP065036.1	54935	56368	CRISPRCASFinder
NZ_CP065036.1	58145	58844	CRISPRCASFinder
NZ_CP065036.1	3370802	3372209	CRISPRCASFinder
NZ_CP065036.1	3390299	3395547	CRISPRCASFinder
NZ_CP065030.1	397723	398178	CRISPRCASFinder
NZ_CP065030.1	400379	401018	CRISPRCASFinder
NZ_CP065030.1	3894747	3896518	CRISPRCASFinder
NZ_CP065030.1	3905472	3906219	CRISPRCASFinder
NZ_CP025707.1	1356083	1356599	CRISPRCASFinder
NZ_CP025707.1	1383738	1384376	CRISPRCASFinder
NZ_CP026612.1	4378169	4378931	CRISPRCASFinder
NZ_CP026612.1	4404482	4404875	CRISPRCASFinder
NZ_CP026420.1	3149523	3158853	CRISPRCASFinder
NZ_CP026399.1	4285606	4286244	CRISPRCASFinder
NZ_CP026399.1	4311945	4313194	CRISPRCASFinder
NZ_CP026412.1	77645	79165	CRISPRCASFinder
NZ_CP026412.1	2990722	2991649	CRISPRCASFinder
NZ_CP026387.1	3393241	3395344	CRISPRCASFinder
NZ_CP025394.1	1767061	1767255	CRISPRCASFinder
NZ_CP027027.1	4940085	4940357	CRISPRCASFinder
NZ_CP027025.1	8917	9496	CRISPRCASFinder
NZ_CP027025.1	18015	18410	CRISPRCASFinder
NZ_CP027025.1	18563	19890	CRISPRCASFinder
NZ_CP027025.1	30850	31367	CRISPRCASFinder
NZ_CP014119.1	959268	959592	CRISPRCASFinder
NZ_CP014119.1	968313	969135	CRISPRCASFinder
NZ_CP026580.3	1083617	1083951	CRISPRCASFinder
NZ_CP026580.3	1109499	1110200	CRISPRCASFinder
NZ_CP026592.1	1305541	1306494	CRISPRCASFinder
NZ_CP026592.1	1514883	1515635	CRISPRCASFinder
NZ_CP026592.1	1626255	1626548	CRISPRCASFinder
NZ_CP026592.1	1718931	1719287	CRISPRCASFinder
NZ_CP026592.1	1721152	1721442	CRISPRCASFinder
NZ_CP026592.1	1858719	1859934	CRISPRCASFinder
NZ_CP026592.1	2209294	2209919	CRISPRCASFinder
NZ_CP026592.1	3253422	3255035	CRISPRCASFinder
NZ_CP026592.1	3500372	3500994	CRISPRCASFinder
NZ_CP026591.1	1302361	1303318	CRISPRCASFinder
NZ_CP026591.1	1511707	1512459	CRISPRCASFinder
NZ_CP026591.1	1623078	1623371	CRISPRCASFinder
NZ_CP026591.1	1715755	1716111	CRISPRCASFinder
NZ_CP026591.1	1717976	1718266	CRISPRCASFinder
NZ_CP026591.1	1855544	1856498	CRISPRCASFinder
NZ_CP026591.1	2290814	2291439	CRISPRCASFinder
NZ_CP026591.1	3335018	3336764	CRISPRCASFinder
NZ_CP026591.1	3582152	3582774	CRISPRCASFinder
NZ_CP026593.1	1305732	1306689	CRISPRCASFinder
NZ_CP026593.1	1515078	1515830	CRISPRCASFinder
NZ_CP026593.1	1626449	1626742	CRISPRCASFinder
NZ_CP026593.1	1719126	1719482	CRISPRCASFinder
NZ_CP026593.1	1721347	1721637	CRISPRCASFinder
NZ_CP026593.1	1858911	1859865	CRISPRCASFinder
NZ_CP026593.1	2209227	2209852	CRISPRCASFinder
NZ_CP026593.1	3253388	3255134	CRISPRCASFinder
NZ_CP026593.1	3500521	3501143	CRISPRCASFinder
NZ_CP026594.1	1305974	1306931	CRISPRCASFinder
NZ_CP026594.1	1515320	1516072	CRISPRCASFinder
NZ_CP026594.1	1626691	1626984	CRISPRCASFinder
NZ_CP026594.1	1719368	1719724	CRISPRCASFinder
NZ_CP026594.1	1721589	1721879	CRISPRCASFinder
NZ_CP026594.1	1859186	1860140	CRISPRCASFinder
NZ_CP026594.1	2209502	2210127	CRISPRCASFinder
NZ_CP026594.1	3253650	3255396	CRISPRCASFinder
NZ_CP026594.1	3500784	3501406	CRISPRCASFinder
NZ_CP026595.1	1306044	1307001	CRISPRCASFinder
NZ_CP026595.1	1515390	1516142	CRISPRCASFinder
NZ_CP026595.1	1626760	1627053	CRISPRCASFinder
NZ_CP026595.1	1719436	1719792	CRISPRCASFinder
NZ_CP026595.1	1721657	1721947	CRISPRCASFinder
NZ_CP026595.1	1859219	1860173	CRISPRCASFinder
NZ_CP026595.1	2209535	2210160	CRISPRCASFinder
NZ_CP026595.1	3253702	3255448	CRISPRCASFinder
NZ_CP026595.1	3500837	3501459	CRISPRCASFinder
NZ_CP026596.1	1305902	1306859	CRISPRCASFinder
NZ_CP026596.1	1515248	1515934	CRISPRCASFinder
NZ_CP026596.1	1626553	1626846	CRISPRCASFinder
NZ_CP026596.1	1719230	1719586	CRISPRCASFinder
NZ_CP026596.1	1721451	1721741	CRISPRCASFinder
NZ_CP026596.1	1859014	1859968	CRISPRCASFinder
NZ_CP026596.1	2209329	2209954	CRISPRCASFinder
NZ_CP026596.1	3253490	3255236	CRISPRCASFinder
NZ_CP026596.1	3500623	3501245	CRISPRCASFinder
NZ_CP026597.1	1305951	1306908	CRISPRCASFinder
NZ_CP026597.1	1515298	1516050	CRISPRCASFinder
NZ_CP026597.1	1626669	1626962	CRISPRCASFinder
NZ_CP026597.1	1719344	1719700	CRISPRCASFinder
NZ_CP026597.1	1721565	1721855	CRISPRCASFinder
NZ_CP026597.1	1859127	1860081	CRISPRCASFinder
NZ_CP026597.1	2209434	2210059	CRISPRCASFinder
NZ_CP026597.1	3253514	3255260	CRISPRCASFinder
NZ_CP026597.1	3500647	3501269	CRISPRCASFinder
NZ_CP026598.1	1306125	1307082	CRISPRCASFinder
NZ_CP026598.1	1515472	1516224	CRISPRCASFinder
NZ_CP026598.1	1626843	1627136	CRISPRCASFinder
NZ_CP026598.1	1719521	1719877	CRISPRCASFinder
NZ_CP026598.1	1721742	1722032	CRISPRCASFinder
NZ_CP026598.1	1859311	1860265	CRISPRCASFinder
NZ_CP026598.1	2209629	2210254	CRISPRCASFinder
NZ_CP026598.1	3253735	3255481	CRISPRCASFinder
NZ_CP026598.1	3500869	3501491	CRISPRCASFinder
NZ_CP026599.1	1305915	1306868	CRISPRCASFinder
NZ_CP026599.1	1515257	1516009	CRISPRCASFinder
NZ_CP026599.1	1626629	1626922	CRISPRCASFinder
NZ_CP026599.1	1719306	1719662	CRISPRCASFinder
NZ_CP026599.1	1721527	1721817	CRISPRCASFinder
NZ_CP026599.1	1859094	1860309	CRISPRCASFinder
NZ_CP026599.1	2209671	2210296	CRISPRCASFinder
NZ_CP026599.1	3253787	3255400	CRISPRCASFinder
NZ_CP026599.1	3500788	3501410	CRISPRCASFinder
NZ_CP026609.1	4369129	4370807	CRISPRCASFinder
NZ_CP026609.1	4387065	4389045	CRISPRCASFinder
NZ_CP026649.1	574894	575854	CRISPRCASFinder
NZ_CP026649.1	2905419	2908949	CRISPRCASFinder
NZ_CP026742.1	3101553	3102623	CRISPRCASFinder
NZ_CP026613.2	1244809	1245435	CRISPRCASFinder
NZ_CP026613.2	1745884	1747032	CRISPRCASFinder
NZ_CP026613.2	2198296	2201226	CRISPRCASFinder
NZ_CP026613.2	2248100	2248988	CRISPRCASFinder
NZ_CP026613.2	2359090	2361688	CRISPRCASFinder
NZ_CP026613.2	3312232	3314353	CRISPRCASFinder
NZ_CP026615.2	780487	782608	CRISPRCASFinder
NZ_CP026615.2	1733153	1735751	CRISPRCASFinder
NZ_CP026615.2	1845853	1846741	CRISPRCASFinder
NZ_CP026615.2	1893615	1896545	CRISPRCASFinder
NZ_CP026615.2	2347809	2348957	CRISPRCASFinder
NZ_CP026615.2	2849402	2850028	CRISPRCASFinder
NZ_CP026614.2	1244816	1245442	CRISPRCASFinder
NZ_CP026614.2	1745887	1747035	CRISPRCASFinder
NZ_CP026614.2	2198298	2201228	CRISPRCASFinder
NZ_CP026614.2	2248102	2248990	CRISPRCASFinder
NZ_CP026614.2	2359092	2361690	CRISPRCASFinder
NZ_CP026614.2	3312234	3314355	CRISPRCASFinder
NZ_CP026569.1	941006	941645	CRISPRCASFinder
NZ_CP026569.1	957797	958313	CRISPRCASFinder
NZ_CP026723.1	1830646	1831284	CRISPRCASFinder
NZ_CP026723.1	1858421	1859425	CRISPRCASFinder
NZ_CP026652.1	104484	107319	CRISPRCASFinder
NZ_CP026652.1	117003	118739	CRISPRCASFinder
NZ_CP026680.1	4332752	4333573	CRISPRCASFinder
NZ_CP026680.1	4342805	4343566	CRISPRCASFinder
NZ_CP026700.1	781006	781584	CRISPRCASFinder
NZ_CP026700.1	781658	782481	CRISPRCASFinder
NZ_CP026700.1	798613	800228	CRISPRCASFinder
NZ_CP026704.1	3157730	3158135	CRISPRCASFinder
NZ_CP026704.1	3167974	3168542	CRISPRCASFinder
NZ_CP026704.1	3242121	3242688	CRISPRCASFinder
NZ_CP026715.1	103127	103704	CRISPRCASFinder
NZ_CP026709.1	2032909	2033716	CRISPRCASFinder
NZ_CP026709.1	2045100	2045367	CRISPRCASFinder
NZ_CP026711.1	1582323	1587392	CRISPRCASFinder
NZ_CP026711.1	1592483	1595206	CRISPRCASFinder
NZ_CP026751.1	46754	47332	CRISPRCASFinder
NZ_CP026751.1	56085	56852	CRISPRCASFinder
NZ_CP026744.1	86644	87593	CRISPRCASFinder
NZ_CP026744.1	1021634	1022485	CRISPRCASFinder
NZ_CP026681.1	101565	102198	CRISPRCASFinder
NZ_CP026681.1	106920	108495	CRISPRCASFinder
NZ_CP026681.1	112637	112962	CRISPRCASFinder
NZ_CP026681.1	443372	445291	CRISPRCASFinder
NZ_CP026681.1	4390319	4391415	CRISPRCASFinder
NZ_CP026681.1	4632487	4634402	CRISPRCASFinder
NZ_CP026681.1	5862554	5863482	CRISPRCASFinder
NZ_CP026681.1	6008120	6010032	CRISPRCASFinder
NZ_CP026681.1	6064649	6065561	CRISPRCASFinder
NZ_CP026681.1	6690623	6691479	CRISPRCASFinder
NZ_CP026681.1	6864168	6865502	CRISPRCASFinder
NZ_CP026681.1	7182541	7184501	CRISPRCASFinder
NZ_CP026681.1	7500067	7502419	CRISPRCASFinder
NZ_CP026682.1	160716	161113	CRISPRCASFinder
NZ_CP026682.1	169359	171417	CRISPRCASFinder
NZ_CP026692.1	892240	893645	CRISPRCASFinder
NZ_CP026692.1	971108	972373	CRISPRCASFinder
NZ_CP026692.1	1927161	1929063	CRISPRCASFinder
NZ_CP026692.1	2391077	2393564	CRISPRCASFinder
NZ_CP026692.1	2892131	2892740	CRISPRCASFinder
